label,review_text,clean_text,sentiment
1,"Wouldn't recommend: Of the 10 models attempted, I was only able to complete about 5. Thinking it might be me, I had a few friends try. Alas, they too were confused. Definitely not the ""joy"" I was looking for. Even though I purchased this on sale I'll probably return it. If it weren't for the nice paper included in the book, I'd have given it no stars. Maybe this book is good for experienced people but if you're a beginner and looking for a book, I'd keep looking.",wouldn t recommend of the 10 models attempted i was only able to complete about 5 thinking it might be me i had a few friends try alas they too were confused definitely not the joy i was looking for even though i purchased this on sale i ll probably return it if it weren t for the nice paper included in the book i d have given it no stars maybe this book is good for experienced people but if you re a beginner and looking for a book i d keep looking,1
1,"Barely OK: This is not a great book. Certainly don't rush to buy it on hard cover. The plot is somewhat disheveled, although some of the characters are well drawn. The most annoying thing about it is that Smith fails to understand and hence accurately render the African-American adolescents she depicts. Their language sounds constructed and forced. The prose also gets profuse at times. I don't recommend it. Buy Ishiguro's book, _Never Let Me Go_ instead.",barely ok this is not a great book certainly don t rush to buy it on hard cover the plot is somewhat disheveled although some of the characters are well drawn the most annoying thing about it is that smith fails to understand and hence accurately render the african american adolescents she depicts their language sounds constructed and forced the prose also gets profuse at times i don t recommend it buy ishiguro s book never let me go instead,1
1,"Not for children to PLAY with!: This item is not meant for children to play with! Strange, since it has to do with action figures of Super Heroes! But honestly, if your child does more than set this on a shelf, you'll soon be hearing screams of frustration. The elevator won't work! (ours completely stopped working in 2 days); The guns on the top keep falling off!; The whole thing just falls apart. No, this item is for the collector and I think Mattel KNEW that. They figured the few that were opened and did not work offset all the ones that would remain MIB or NRFB for collectors.This item is just like Mattel's HOT WHEELS JUNKIE SETS. Another sore point with parents. Hot Wheels cars are fine, but those sets that Mattel makes NEVER work as promised. And what's with the instructions that have little to no writing on them??! Some of the drawings are impossible to figure out. In Mattel's case, a word is worth a thousand illustrations!",not for children to play with this item is not meant for children to play with strange since it has to do with action figures of super heroes but honestly if your child does more than set this on a shelf you ll soon be hearing screams of frustration the elevator won t work ours completely stopped working in 2 days the guns on the top keep falling off the whole thing just falls apart no this item is for the collector and i think mattel knew that they figured the few that were opened and did not work offset all the ones that would remain mib or nrfb for collectors this item is just like mattel s hot wheels junkie sets another sore point with parents hot wheels cars are fine but those sets that mattel makes never work as promised and what s with the instructions that have little to no writing on them some of the drawings are impossible to figure out in mattel s case a word is worth a thousand illustrations,1
2,An old favorite to reread: Pied Piper was made into one of my favorite movies. The book is just as good. An elderly fisherman who has lost his son becomes an escort for a group of Jewish children in France just before the war. It is a simple gentle tale I enjoyed 50 years ago and still enjoy reading to my middle school class. Heroes during the war were often unlikely people and this is the tale of one of them. It was Shutes second best book after A Town like Alice to me. Buy and enjoy,an old favorite to reread pied piper was made into one of my favorite movies the book is just as good an elderly fisherman who has lost his son becomes an escort for a group of jewish children in france just before the war it is a simple gentle tale i enjoyed 50 years ago and still enjoy reading to my middle school class heroes during the war were often unlikely people and this is the tale of one of them it was shutes second best book after a town like alice to me buy and enjoy,2
2,"Grows on you like a big rash!!!: First of all, call me an idiot, but the only reason I bought this album was because I heard a sample of ""This is the New $h!t"" and liked it. But over a period of a year, I was in love with this entire album!The reason a few people do not appriciate the album is because it sounds different than the previous MM albums. This is somewhat comparable to KISS experamenting with disco...but unlike that, this album delivers the goods. It's funny, it's humerous, and it is one of MM's best!I got people who don't even like MM (or even rock) into ""This is the New $h!t"", which I consider one of my greatest accomplishments! The song has become like my anthem!I'm not going to single the one song out anymore because ALL THE SONGS ARE GREAT!!!Dont forget: This is the golden age of grotesque and this is by far, some of the best material I've heard in ages.",grows on you like a big rash first of all call me an idiot but the only reason i bought this album was because i heard a sample of this is the new h t and liked it but over a period of a year i was in love with this entire album the reason a few people do not appriciate the album is because it sounds different than the previous mm albums this is somewhat comparable to kiss experamenting with disco but unlike that this album delivers the goods it s funny it s humerous and it is one of mm s best i got people who don t even like mm or even rock into this is the new h t which i consider one of my greatest accomplishments the song has become like my anthem i m not going to single the one song out anymore because all the songs are great dont forget this is the golden age of grotesque and this is by far some of the best material i ve heard in ages,2
1,"Thirteen Year Old Janey is a Victim of Sexual Abuse: This is a film that literally sees little wrong with child molesting. And no, I'm not even slightly exaggerating. It is also bizarre that I am the sole reviewer to point this out. Janey is only a 13 year old teenager. She is indeed rather mature for her age. Nonetheless, Janey is too young to legally allow a fully grown man to have sex with her. Such an adult male (or female) is clearly breaking the law. Janey is the daughter of a woman who is selfish and undisciplined. The father is being played for a fool. This dysfunctional family seems doomed. Janey's younger brother needs her love and protection. Is she capable of handling this responsibility? Will matters finally get out of control? ""Rain"" is morally bankrupt. The story line takes place in New Zealand. Perhaps the people associated with the American TV program ""To Catch a Predator"" and ""Perverted Justice"" should visit this country.David ThomsonFlares into Darkness",thirteen year old janey is a victim of sexual abuse this is a film that literally sees little wrong with child molesting and no i m not even slightly exaggerating it is also bizarre that i am the sole reviewer to point this out janey is only a 13 year old teenager she is indeed rather mature for her age nonetheless janey is too young to legally allow a fully grown man to have sex with her such an adult male or female is clearly breaking the law janey is the daughter of a woman who is selfish and undisciplined the father is being played for a fool this dysfunctional family seems doomed janey s younger brother needs her love and protection is she capable of handling this responsibility will matters finally get out of control rain is morally bankrupt the story line takes place in new zealand perhaps the people associated with the american tv program to catch a predator and perverted justice should visit this country david thomsonflares into darkness,1
2,"Love for sea animals: Raffi is children's troubadour and is honored by many artists and musicians, including me, author of Garden Haiku: Raising Your Child with Ancient Wisdom. All his music CDs are highly recommended and this title is selected and referenced on Garden Haiku p.98. This album is very special with the famous Baby Baluga, who will teach young children to love sea life and be eco-friendly. By asking Baby Baluga ""is your mama home?"", kids and moms are bound to laugh and imagine themselves to be whales in the big wide ocean. All the songs in this collection are Raffi's classics. This CD is perfect for playtime, a trip to sea world or simply when you want to hear your children's singing and laughing voices.",love for sea animals raffi is children s troubadour and is honored by many artists and musicians including me author of garden haiku raising your child with ancient wisdom all his music cds are highly recommended and this title is selected and referenced on garden haiku p 98 this album is very special with the famous baby baluga who will teach young children to love sea life and be eco friendly by asking baby baluga is your mama home kids and moms are bound to laugh and imagine themselves to be whales in the big wide ocean all the songs in this collection are raffi s classics this cd is perfect for playtime a trip to sea world or simply when you want to hear your children s singing and laughing voices,2
2,"Fun! Fun! Fun!: My child enjoys this game. So I tried it myself and got hooked on it, too. And I am not a big fan of video games but this is one game I like. Buy it for your child. You'll get your money's worth because you'll end up playing with it, too.",fun fun fun my child enjoys this game so i tried it myself and got hooked on it too and i am not a big fan of video games but this is one game i like buy it for your child you ll get your money s worth because you ll end up playing with it too,2
2,"A book that deserves thought: When I try to think of my reaction to this book, it goes beyond enthusiam. In fact, at first, I was speachless after reading the last sentence; the build-up was so intense that I actually thought that I was reading a historical account of the human experience. For those of you who haven't read the afterword by Erich Fromm, I highly recommend you do. He provides a much needed explanation for Orwell. This book offers a very important vision, one that needs due evaluation. If you read this account of the future, you must read Huxley's Brave New World, as he offers an alternative.",a book that deserves thought when i try to think of my reaction to this book it goes beyond enthusiam in fact at first i was speachless after reading the last sentence the build up was so intense that i actually thought that i was reading a historical account of the human experience for those of you who haven t read the afterword by erich fromm i highly recommend you do he provides a much needed explanation for orwell this book offers a very important vision one that needs due evaluation if you read this account of the future you must read huxley s brave new world as he offers an alternative,2
2,"fantastic dvd: This is a fantastic dvd. You will learn a lot about the man, Andres Segovia. You will feel his love for the classical guitar, the music, and his wife. You will see some beautiful scenery from where he lived and grew up. Plus, you can watch him play some of his most beautiful songs in the most incredible settings.If you are a Segovia fan, this dvd is a MUST!!!",fantastic dvd this is a fantastic dvd you will learn a lot about the man andres segovia you will feel his love for the classical guitar the music and his wife you will see some beautiful scenery from where he lived and grew up plus you can watch him play some of his most beautiful songs in the most incredible settings if you are a segovia fan this dvd is a must,2
2,"reads like a novel: ...because it is a novel. Kingsley started going off the deep end with this one, but as long as you remind yourself that this is just a story he is telling, a story from within him that actually has very little to do with Plato and Parmenides but only one guy's vision of them as characters in a book, it is actually a charming little thing to read. It may be literature and it may be mysticism but philosophy it ain't.",reads like a novel because it is a novel kingsley started going off the deep end with this one but as long as you remind yourself that this is just a story he is telling a story from within him that actually has very little to do with plato and parmenides but only one guy s vision of them as characters in a book it is actually a charming little thing to read it may be literature and it may be mysticism but philosophy it ain t,2
2,"In general, a good book: I took the Toefl test this morning and I have to say that this book was very useful. I haven't received the official grades yet but my note should be between 215 and 265, and given the fact that I've just studied two hours a day for one month...Definitely this book helped me a lot to improve my grammar, but I also believe that the examples were organized in a boring fashion. The practice tests for the listening section are really good, about the reading section... my advice to you: READ! READ! READ! No matter how much time you spend on vocabulary, they will find a word you don't know.",in general a good book i took the toefl test this morning and i have to say that this book was very useful i haven t received the official grades yet but my note should be between 215 and 265 and given the fact that i ve just studied two hours a day for one month definitely this book helped me a lot to improve my grammar but i also believe that the examples were organized in a boring fashion the practice tests for the listening section are really good about the reading section my advice to you read read read no matter how much time you spend on vocabulary they will find a word you don t know,2
1,"Overall problematic MP3 player: I got this player for Christmas and it immediately had bad screen problems, the LCD screen would freeze or make thick dark lines. The rewind bar doesn't work either! you can rewind it and the seek bar will show it rewinding, but it'll resume right where it left off! I only give this player 2stars just because it's ease.",overall problematic mp3 player i got this player for christmas and it immediately had bad screen problems the lcd screen would freeze or make thick dark lines the rewind bar doesn t work either you can rewind it and the seek bar will show it rewinding but it ll resume right where it left off i only give this player 2stars just because it s ease,1
2,Entertaining read: A land based version of Aubrey - Maturin Royal Navy series of novels by Patrick O'Brian.Very entertaining reading.........not deep but they move a long well - perfect for flights/vacation or chapter or two at a time occasions!!,entertaining read a land based version of aubrey maturin royal navy series of novels by patrick o brian very entertaining reading not deep but they move a long well perfect for flights vacation or chapter or two at a time occasions,2
1,"Excessive exclusions of important potential entries renders this reference of little value.: Obviously in a field as large as mystery writing some limits had to be established to produce this relatively small book, somewhat longer than 200 pages. However, in this case the limits are so restrictive as to make this book of relatively little value to the mystery enthusiast.The book is organized alphabetically, with a section for each letter of the alphabet and an index. However, there is no section for X, and the sections for Y and Z are only a half-page each. The entries present are well written, but there are simply too few entries. For example, although the book's title is ""Whodunit?: A Who's Who in Crime and Mystery Writing"" by my count there are only three authors listed under A and seven under T.Because of the excessive pruning of significant and even important potential entries, this is not a book than can be recommend as a reference.",excessive exclusions of important potential entries renders this reference of little value obviously in a field as large as mystery writing some limits had to be established to produce this relatively small book somewhat longer than 200 pages however in this case the limits are so restrictive as to make this book of relatively little value to the mystery enthusiast the book is organized alphabetically with a section for each letter of the alphabet and an index however there is no section for x and the sections for y and z are only a half page each the entries present are well written but there are simply too few entries for example although the book s title is whodunit a who s who in crime and mystery writing by my count there are only three authors listed under a and seven under t because of the excessive pruning of significant and even important potential entries this is not a book than can be recommend as a reference,1
1,"All books begin with a premise...: ... and this one also ended there. Compared to Orwell's 1984 and similar works, this novel is teen romance. It light-heartedly bounds through what it likes to think is a dark future. With all respect to the esteemed Mr. Bradbury, it reads more like Futurama.Aldous Huxley and George Orwell both cover this subject in much greater detail and provide a deeper sense of the darkness of our future. The themes of ignorance, gleeful mass-media mesmerism and inner conflict are better represented in their works.If you understand doublespeak, give this one a miss. It's double-plus-ungood.",all books begin with a premise and this one also ended there compared to orwell s 1984 and similar works this novel is teen romance it light heartedly bounds through what it likes to think is a dark future with all respect to the esteemed mr bradbury it reads more like futurama aldous huxley and george orwell both cover this subject in much greater detail and provide a deeper sense of the darkness of our future the themes of ignorance gleeful mass media mesmerism and inner conflict are better represented in their works if you understand doublespeak give this one a miss it s double plus ungood,1
2,"An excellent video for all ages!: I love this video! It has great music, a great storyline, and great characters. It really made me believe that there are such things as unicorns. It's a very touching film for children and adults alike. If you're into mystical legends like unicorns, this is the video to buy. It has everything!",an excellent video for all ages i love this video it has great music a great storyline and great characters it really made me believe that there are such things as unicorns it s a very touching film for children and adults alike if you re into mystical legends like unicorns this is the video to buy it has everything,2
2,"Contains ""A Woman's Restaurant"" by TC Boyle: Issue contains the short story ""A Woman's Restaurant"" by best selling author TC Boyle. Pictorals are a little dated, but this was a time when the articles were actually worth reading. Recommended.",contains a woman s restaurant by tc boyle issue contains the short story a woman s restaurant by best selling author tc boyle pictorals are a little dated but this was a time when the articles were actually worth reading recommended,2
2,"Clay is a singer with an amazing range....: and I wish that no back-up singers were used, as his voice stands alone, and doesn't need any ""enhancing/help.""I hope on his next album Clay will sing more acapella songs, that have a wide range to show off his voice, without any back-up singers and loud music. I want to hear the real/raw voice of ""Clay.""You're still number one with me!Clay, I wish you all the best, please don't let Hollywood ""corrupt"" you. Stay your humble self.Blessings to you!!",clay is a singer with an amazing range and i wish that no back up singers were used as his voice stands alone and doesn t need any enhancing help i hope on his next album clay will sing more acapella songs that have a wide range to show off his voice without any back up singers and loud music i want to hear the real raw voice of clay you re still number one with me clay i wish you all the best please don t let hollywood corrupt you stay your humble self blessings to you,2
1,"bummer: This is not the same album as I had it in the 1990's. Songs are different, sleeve is printed on a home computer... Too bad, cuz it was one of my favorite albums in the early 90's.",bummer this is not the same album as i had it in the 1990 s songs are different sleeve is printed on a home computer too bad cuz it was one of my favorite albums in the early 90 s,1
1,"Terrible: This book had been recommended to me, and it seemed like it would be good when I read the introduction, but after three times of starting and trying to finish this book, I decided it just wasn't worth it. It may have some events that are significant and add to the story with the sense that should go along with them, but somehow, this book bored me and seemed very flat and detached from any real feeling. When I was reading it, I couldn't feel the story and could not relate to Abbie, maybe because few of her feelings were aptly expressed in the story. The only thing I could really feel was the inevitable rushing of time and Abbie's fear of death,who snatches people away. It may be a good book to other people, especially those who can stand to finish it, but it just didn't keep my attention, and I can usually tolerate some slowness in a book.",terrible this book had been recommended to me and it seemed like it would be good when i read the introduction but after three times of starting and trying to finish this book i decided it just wasn t worth it it may have some events that are significant and add to the story with the sense that should go along with them but somehow this book bored me and seemed very flat and detached from any real feeling when i was reading it i couldn t feel the story and could not relate to abbie maybe because few of her feelings were aptly expressed in the story the only thing i could really feel was the inevitable rushing of time and abbie s fear of death who snatches people away it may be a good book to other people especially those who can stand to finish it but it just didn t keep my attention and i can usually tolerate some slowness in a book,1
2,"Interesting: When I started reading Past Imperfect I felt that I had made a mistake in downloding this book, but i was determined to give it a try and I am glad I did. The jumping back and forth in the 30 year span can get confusing at times and I found myself going back to earlier chapters to make sure I was following along properly. All in all I am glad I finished it and I did enjoy it even though it did take some time and drive to get fully into the story.",interesting when i started reading past imperfect i felt that i had made a mistake in downloding this book but i was determined to give it a try and i am glad i did the jumping back and forth in the 30 year span can get confusing at times and i found myself going back to earlier chapters to make sure i was following along properly all in all i am glad i finished it and i did enjoy it even though it did take some time and drive to get fully into the story,2
2,"Just think about it!: Throughout my A1 language course, I have to read several books including world literature. The Stranger was one of them and when I finished reading the book I wondered what the propose or theme of this book was. A rational man telling a story in a very monotone way who seems to reject emotions and doesn't mind about anything? Is that what the whole book is about? Yes it is! Camus is trying to illustrate a character who doesn't intend to harm our society and in return is disowned and hated. The fact that Mersault always sticks to the truth is seen as something repulsive which make him different and simultaneously he is put into the category stranger. It is useless to search for the theme of the book for there are many. The novel includes so many interesting aspects which can be interpreted in so many different ways that almost any description of the book will suit the story.",just think about it throughout my a1 language course i have to read several books including world literature the stranger was one of them and when i finished reading the book i wondered what the propose or theme of this book was a rational man telling a story in a very monotone way who seems to reject emotions and doesn t mind about anything is that what the whole book is about yes it is camus is trying to illustrate a character who doesn t intend to harm our society and in return is disowned and hated the fact that mersault always sticks to the truth is seen as something repulsive which make him different and simultaneously he is put into the category stranger it is useless to search for the theme of the book for there are many the novel includes so many interesting aspects which can be interpreted in so many different ways that almost any description of the book will suit the story,2
2,"Well written and to the point: Harlan Platt and Carter Pate have created an excellent work balancing the ""real world"" of corporate renewal and ""academic analysis"". Most works on the subject are either rehashed war stories providing little insight into the subject or long and dry academic works missing the nuances and human elements of fixing companies.The nine strategies focus on the issues that most turnaround consultants deal with one way or another during their work. While professionals may mentally go through these exercises and use these strategies, this is a solid summary for everyone else to learn from and follow.As a turnaround consultant, I have read almost all the books on the subject and found this one to be closer to the truth than any other.",well written and to the point harlan platt and carter pate have created an excellent work balancing the real world of corporate renewal and academic analysis most works on the subject are either rehashed war stories providing little insight into the subject or long and dry academic works missing the nuances and human elements of fixing companies the nine strategies focus on the issues that most turnaround consultants deal with one way or another during their work while professionals may mentally go through these exercises and use these strategies this is a solid summary for everyone else to learn from and follow as a turnaround consultant i have read almost all the books on the subject and found this one to be closer to the truth than any other,2
2,"Best Movie of 1999!: The Mummy has it all. Action, adventure, lavish scenes, great acting, dialog that makes sense and isn't lame, believeable characters and a great story line! (Did I miss anything?)Yet another classic wonderfully modernized! I loved EVERYTHING about this movie! The effects were amazing and they even paid attention in Egyptology 101! Five Stars for The Mummy.",best movie of 1999 the mummy has it all action adventure lavish scenes great acting dialog that makes sense and isn t lame believeable characters and a great story line did i miss anything yet another classic wonderfully modernized i loved everything about this movie the effects were amazing and they even paid attention in egyptology 101 five stars for the mummy,2
1,Package not sealed: They came in a package that was not sealed. I find this unacceptable and dangerous. I am not even going to try them,package not sealed they came in a package that was not sealed i find this unacceptable and dangerous i am not even going to try them,1
1,"Good premise, but....: Based on the premise of this movie, I thought that I would enjoy it. But I found myself continuing to watch simply to find out how the movie ended. Although Gwyneth Paltrow received glowing reviews for this performance, and is doing what I'm sure is a wonderful acting job, the character she plays (Catherine) was so irritating to me that I found it difficult to watch. I didn't feel sympathy for her, as I should have, and I couldn't see how Hal could be attracted to her. Perhaps part of this was due to the mechanism of jumping back and forth in time--maybe I couldn't get a complete picture of who Catherine was. I only saw her as self-absorbed, foul-mouthed and ready to spurn any kindness offered her. She appeared to be more of an adolescent--in her behavior and her way of whining when she spoke--than a 27 year old. Also, I wanted more of the intrigue of those who have a passion for math, but that was missing in this film.",good premise but based on the premise of this movie i thought that i would enjoy it but i found myself continuing to watch simply to find out how the movie ended although gwyneth paltrow received glowing reviews for this performance and is doing what i m sure is a wonderful acting job the character she plays catherine was so irritating to me that i found it difficult to watch i didn t feel sympathy for her as i should have and i couldn t see how hal could be attracted to her perhaps part of this was due to the mechanism of jumping back and forth in time maybe i couldn t get a complete picture of who catherine was i only saw her as self absorbed foul mouthed and ready to spurn any kindness offered her she appeared to be more of an adolescent in her behavior and her way of whining when she spoke than a 27 year old also i wanted more of the intrigue of those who have a passion for math but that was missing in this film,1
2,Telesales: I have only started the book but so far it has been a hugh asset to my business.. I have learned new ways to teach my sales staff to be most productive...,telesales i have only started the book but so far it has been a hugh asset to my business i have learned new ways to teach my sales staff to be most productive,2
2,"Sue Grafton Does It With Again With P: Sue Grafton learned the alphabet well, and she also writes terrific mysteries. With P IS FOR PERIL, Ms. Grafton takes some chances. While the book seems on the surface to be a typical Kinsey Millhone story, Sue Grafton writes this book in peril. She tells a solid story about Kinsey being hired by a doctor's ex-wife, recommended to her by a long-ago client to find a missing person, the prominent doctor who has vanished without a trace. The story also involves a potentially dangerous near-romance for Kinsey, but Ms. Grafton's greatest risk of peril comes with her final plot twist. P IS FOR PERIL is an amazing mystery and that final twist is impressive.",sue grafton does it with again with p sue grafton learned the alphabet well and she also writes terrific mysteries with p is for peril ms grafton takes some chances while the book seems on the surface to be a typical kinsey millhone story sue grafton writes this book in peril she tells a solid story about kinsey being hired by a doctor s ex wife recommended to her by a long ago client to find a missing person the prominent doctor who has vanished without a trace the story also involves a potentially dangerous near romance for kinsey but ms grafton s greatest risk of peril comes with her final plot twist p is for peril is an amazing mystery and that final twist is impressive,2
1,Felix LOSHINSKY: Omron HEM 629 Aauto Inflate Wrist blood prssure monitor was send to me in NOT WORKING CONDISHIONS,felix loshinsky omron hem 629 aauto inflate wrist blood prssure monitor was send to me in not working condishions,1
2,"What a comedy!: Oh Danny Kaye how you make us laugh! You wouldn't think they could fit so many outrageously funny scenes in one movie, but they did in this one. From start to finish it is so enjoyable to watch. It must have been hard for everyone behind the scences involved with the taping of this movie to be still and quiet and not laugh. And not only is it a great comedy musical, the whole story is a good one and it flows along nicely. Sure glad I grabbed one before it went out of print and now is a bit more expensive or not available at all.",what a comedy oh danny kaye how you make us laugh you wouldn t think they could fit so many outrageously funny scenes in one movie but they did in this one from start to finish it is so enjoyable to watch it must have been hard for everyone behind the scences involved with the taping of this movie to be still and quiet and not laugh and not only is it a great comedy musical the whole story is a good one and it flows along nicely sure glad i grabbed one before it went out of print and now is a bit more expensive or not available at all,2
2,"One of my Favorites: This book is not about A woman with breasts issues that is call sweet memories,I know because I have also read all of her books two or three time and still find them exciting, and it's not just about her breasts it about find yourself, and falling in love for the frist time. It is one of my favorties, as well as A promise to cherish... This is a wonderful book,I totally fell for Sam. He was there for her, even when she felt the need to keep her family secrets, that's the part I just don't get... I have reread this book about 5 times, and still don't get why she felt the need to keep her kids as A secret. Oh well. Give this book A try, it was wonderful..",one of my favorites this book is not about a woman with breasts issues that is call sweet memories i know because i have also read all of her books two or three time and still find them exciting and it s not just about her breasts it about find yourself and falling in love for the frist time it is one of my favorties as well as a promise to cherish this is a wonderful book i totally fell for sam he was there for her even when she felt the need to keep her family secrets that s the part i just don t get i have reread this book about 5 times and still don t get why she felt the need to keep her kids as a secret oh well give this book a try it was wonderful,2
1,"It's not the Monte Cristo story - it's just a brief overview of it: I only give this book 2 stars because I love the story. But I can't rate this edition higher because... well, to say that there are chapters missing in this edition would be to say nothing. I have read the original: it consists of two volumes each one of which is twice as thick as this book! Because chunks are take out, a lot of times you can't quite catch the story and figure out why things went the way they went. The story of Cadrousse and Andrea is missing completely, the reason why Villefort had a change of heart is not clear, the story of Danglars being kidnapped by the Roman bandits, Danglars' daughter running away from home, the results of Monte Cristo's visit to the telegraph... and that's not all! Good 3/4 of the original story is completely missing! It's sad that classics are disrespected in such an outrageous way.",it s not the monte cristo story it s just a brief overview of it i only give this book 2 stars because i love the story but i can t rate this edition higher because well to say that there are chapters missing in this edition would be to say nothing i have read the original it consists of two volumes each one of which is twice as thick as this book because chunks are take out a lot of times you can t quite catch the story and figure out why things went the way they went the story of cadrousse and andrea is missing completely the reason why villefort had a change of heart is not clear the story of danglars being kidnapped by the roman bandits danglars daughter running away from home the results of monte cristo s visit to the telegraph and that s not all good 3 4 of the original story is completely missing it s sad that classics are disrespected in such an outrageous way,1
2,"Thought provoking and entertaining: This movie was well worth watching. Many movies out these days leave me feeling like I wasted my time. The Life of David Gale may be controversial, but depicts a very unfortunate, but realistic view of human passions. There were a few cases throughout the film when the situations were questionably believable, but the overall premise of the movie provoked complex thought and emotions. This movie was fraught with symbolism, and an array of metaphores that contributed to the complexity of the movie. It seems that many previous reviewers possibly may have taken this movie for ""face value"" only and were resistant to analyzing the depths of this film. I gladly will recommend this movie and will watch it again.",thought provoking and entertaining this movie was well worth watching many movies out these days leave me feeling like i wasted my time the life of david gale may be controversial but depicts a very unfortunate but realistic view of human passions there were a few cases throughout the film when the situations were questionably believable but the overall premise of the movie provoked complex thought and emotions this movie was fraught with symbolism and an array of metaphores that contributed to the complexity of the movie it seems that many previous reviewers possibly may have taken this movie for face value only and were resistant to analyzing the depths of this film i gladly will recommend this movie and will watch it again,2
1,"burned skin, radiation?: I have had this lamp for about 9 months now and I was happy with it until recently. I spend my time studying 4 to 5 hours at a time on week days. Lately I've noticed that my skin specially around my hands start burning when I'm doing work under the lamp. I tried placing it further away but the burn slowly built up as long as the lamp was turned on near by. Once I made this connection I immediately unplugged it and started using my old regular lamp and what do ya know, no more burning skin. It's a shame because I really liked the quality of the light, kind of like sun light. Unfortunately it seems to carry similar radiation properties because the skin burn from the lamp feels just like a skin burn from the sun. I make all of my amazon purchases based on reviews so I felt like I had an obligation to let others know. I hope this helps someone.",burned skin radiation i have had this lamp for about 9 months now and i was happy with it until recently i spend my time studying 4 to 5 hours at a time on week days lately i ve noticed that my skin specially around my hands start burning when i m doing work under the lamp i tried placing it further away but the burn slowly built up as long as the lamp was turned on near by once i made this connection i immediately unplugged it and started using my old regular lamp and what do ya know no more burning skin it s a shame because i really liked the quality of the light kind of like sun light unfortunately it seems to carry similar radiation properties because the skin burn from the lamp feels just like a skin burn from the sun i make all of my amazon purchases based on reviews so i felt like i had an obligation to let others know i hope this helps someone,1
2,"Burney, Austen's Inspiration: I enjoy all the works of Fanny B, especially ""Evelina"" and again ""Camilla."" I think the BBC should do period dramas of these works.",burney austen s inspiration i enjoy all the works of fanny b especially evelina and again camilla i think the bbc should do period dramas of these works,2
2,"Stupendous!!: This is one of our family's favorite Christmas movies. The diner, the release of the mice, Lauren Bacall's song, and the frozen boyfriend all make it entertaining, comical, and gives you that ""there's no place like home"" feeling! WE LOVE IT! POOP ON LEONARD MALTIN!",stupendous this is one of our family s favorite christmas movies the diner the release of the mice lauren bacall s song and the frozen boyfriend all make it entertaining comical and gives you that there s no place like home feeling we love it poop on leonard maltin,2
2,Good Fun!: I just got it about a couple of hours ago. Its a great game. I like the cool juke moves. The dunks are great too. And you even get to play with girls on the team.Overall It deserves a four. THe only thing I fear about the game is that it will get old a little too fast. I sure hope not.,good fun i just got it about a couple of hours ago its a great game i like the cool juke moves the dunks are great too and you even get to play with girls on the team overall it deserves a four the only thing i fear about the game is that it will get old a little too fast i sure hope not,2
1,"LOOKS GOOD BUT DID NOT WORK: For some reason, ebgames.com released this game on the 18th. i bought it, recieved it and it did not work. It sounded like a junky rental game when it was trying to read it. I tried all my other games, they all worked fine. The game has a big glitch so wait and make sure there isn't any big problems with production....looks like it will be a great game...if this is fixed.",looks good but did not work for some reason ebgames com released this game on the 18th i bought it recieved it and it did not work it sounded like a junky rental game when it was trying to read it i tried all my other games they all worked fine the game has a big glitch so wait and make sure there isn t any big problems with production looks like it will be a great game if this is fixed,1
2,"Love dry salads: Another product that does what it says, it is quite easy to use and seems very well made. have used it only 3 or 4 times, but for someone that has salads everyday and that have had a few salad spinners before, I can tell you this is the best one I had!",love dry salads another product that does what it says it is quite easy to use and seems very well made have used it only 3 or 4 times but for someone that has salads everyday and that have had a few salad spinners before i can tell you this is the best one i had,2
1,"""Flies"" is a mean and flawed book: Golding proceeds from the flawed premise that human beings, if left to themselves, will revert to their animal natures. Obviously it's flawed because otherwise we would never have achieved civilization in the first place. Besides the general degredation of humankind that Golding appears to relish, the book also fails because of its silly, deus-ex-machina ending. In short, about the best thing that one can say about this book is that it's widely read; but then again, so was the Little Red Book.",flies is a mean and flawed book golding proceeds from the flawed premise that human beings if left to themselves will revert to their animal natures obviously it s flawed because otherwise we would never have achieved civilization in the first place besides the general degredation of humankind that golding appears to relish the book also fails because of its silly deus ex machina ending in short about the best thing that one can say about this book is that it s widely read but then again so was the little red book,1
1,"Very weak in HTML: This book gets some basic, high-level Internet information correct, but there are many errors. While a network engineer may scoff at the networking chapters, it does seem to cover the topics required for the exam. From a programmer's perspective, the HTML and programming chapters are poorly done. According to the author's bio, this is a book written by a person with networking experience, but very little programming experience, and it shows.This book is useful as a review of information you have learned elsewhere if you approach it with the goal of finding all of the errors. Typos are one thing, factual errors are unacceptable.The rating is two stars due to the networking content. Otherwise, it would be one star.",very weak in html this book gets some basic high level internet information correct but there are many errors while a network engineer may scoff at the networking chapters it does seem to cover the topics required for the exam from a programmer s perspective the html and programming chapters are poorly done according to the author s bio this is a book written by a person with networking experience but very little programming experience and it shows this book is useful as a review of information you have learned elsewhere if you approach it with the goal of finding all of the errors typos are one thing factual errors are unacceptable the rating is two stars due to the networking content otherwise it would be one star,1
1,Who is Scott Brick?: Why do you have a review from Publishers Weekly that uses the wrong name of the author? Seems someone is confused.,who is scott brick why do you have a review from publishers weekly that uses the wrong name of the author seems someone is confused,1
